,Date,Shares Outstanding,Code
13140,2005-11-18,17355883000.0,0003.HK
13141,2005-11-21,17355883000.0,0003.HK
13142,2005-11-22,17355883000.0,0003.HK
13143,2005-11-23,17355883000.0,0003.HK
13144,2005-11-24,17355883000.0,0003.HK
13145,2005-11-25,17355883000.0,0003.HK
13146,2005-11-28,17355883000.0,0003.HK
13147,2005-11-29,17355883000.0,0003.HK
13148,2005-11-30,17355883000.0,0003.HK
13149,2005-12-01,17355883000.0,0003.HK
13150,2005-12-02,17355883000.0,0003.HK
13151,2005-12-05,17355883000.0,0003.HK
13152,2005-12-06,17288848000.0,0003.HK
13153,2005-12-07,17288848000.0,0003.HK
13154,2005-12-08,17288848000.0,0003.HK
13155,2005-12-09,17288848000.0,0003.HK
13156,2005-12-12,17288848000.0,0003.HK
13157,2005-12-13,17288848000.0,0003.HK
13158,2005-12-14,17288848000.0,0003.HK
13159,2005-12-15,17288848000.0,0003.HK
13160,2005-12-16,17288848000.0,0003.HK
13161,2005-12-19,17288848000.0,0003.HK
13162,2005-12-20,17288848000.0,0003.HK
13163,2005-12-21,17288848000.0,0003.HK
13164,2005-12-22,17288848000.0,0003.HK
13165,2005-12-23,17288848000.0,0003.HK
13166,2005-12-28,17288848000.0,0003.HK
13167,2005-12-29,17288848000.0,0003.HK
13168,2005-12-30,17288848000.0,0003.HK
13169,2006-01-03,17288848000.0,0003.HK
13170,2006-01-04,17288848000.0,0003.HK
13171,2006-01-05,17288848000.0,0003.HK
13172,2006-01-06,17288848000.0,0003.HK
13173,2006-01-09,17288848000.0,0003.HK
13174,2006-01-10,17288848000.0,0003.HK
13175,2006-01-11,17288848000.0,0003.HK
13176,2006-01-12,17288848000.0,0003.HK
13177,2006-01-13,17288848000.0,0003.HK
13178,2006-01-16,17288848000.0,0003.HK
13179,2006-01-17,17288848000.0,0003.HK
13180,2006-01-18,17288848000.0,0003.HK
13181,2006-01-19,17288848000.0,0003.HK
13182,2006-01-20,17288848000.0,0003.HK
13183,2006-01-23,17288848000.0,0003.HK
13184,2006-01-24,17288848000.0,0003.HK
13185,2006-01-25,17288848000.0,0003.HK
13186,2006-01-26,17288848000.0,0003.HK
13187,2006-01-27,17288848000.0,0003.HK
13188,2006-02-01,17288848000.0,0003.HK
13189,2006-02-02,17288848000.0,0003.HK
13190,2006-02-03,17288848000.0,0003.HK
13191,2006-02-06,17288848000.0,0003.HK
13192,2006-02-07,17288848000.0,0003.HK
13193,2006-02-08,17288848000.0,0003.HK
13194,2006-02-09,17288848000.0,0003.HK
13195,2006-02-10,17288848000.0,0003.HK
13196,2006-02-13,17288848000.0,0003.HK
13197,2006-02-14,17288848000.0,0003.HK
13198,2006-02-15,17288848000.0,0003.HK
13199,2006-02-16,17288848000.0,0003.HK
13200,2006-02-17,17288848000.0,0003.HK
13201,2006-02-20,17288848000.0,0003.HK
13202,2006-02-21,17288848000.0,0003.HK
13203,2006-02-22,17288848000.0,0003.HK
13204,2006-02-23,17288848000.0,0003.HK
13205,2006-02-24,17288848000.0,0003.HK
13206,2006-02-27,17288848000.0,0003.HK
13207,2006-02-28,17288848000.0,0003.HK
13208,2006-03-01,17288848000.0,0003.HK
13209,2006-03-02,17288848000.0,0003.HK
13210,2006-03-03,17288848000.0,0003.HK
13211,2006-03-06,17288848000.0,0003.HK
13212,2006-03-07,17288848000.0,0003.HK
13213,2006-03-08,17288848000.0,0003.HK
13214,2006-03-09,17288848000.0,0003.HK
13215,2006-03-10,17288848000.0,0003.HK
13216,2006-03-13,17288848000.0,0003.HK
13217,2006-03-14,17288848000.0,0003.HK
13218,2006-03-15,17288848000.0,0003.HK
13219,2006-03-16,17288848000.0,0003.HK
13220,2006-03-17,17288848000.0,0003.HK
13221,2006-03-20,17288848000.0,0003.HK
13222,2006-03-21,17288848000.0,0003.HK
13223,2006-03-22,17288848000.0,0003.HK
13224,2006-03-23,17288848000.0,0003.HK
13225,2006-03-24,17288848000.0,0003.HK
13226,2006-03-27,17288848000.0,0003.HK
13227,2006-03-28,17288848000.0,0003.HK
13228,2006-03-29,17288848000.0,0003.HK
13229,2006-03-30,17288848000.0,0003.HK
13230,2006-03-31,17288848000.0,0003.HK
13231,2006-04-03,17288848000.0,0003.HK
13232,2006-04-04,17288848000.0,0003.HK
13233,2006-04-06,17288848000.0,0003.HK
13234,2006-04-07,17288848000.0,0003.HK
13235,2006-04-10,17288848000.0,0003.HK
13236,2006-04-11,17288848000.0,0003.HK
13237,2006-04-12,17288848000.0,0003.HK
13238,2006-04-13,17288848000.0,0003.HK
13239,2006-04-18,17288848000.0,0003.HK
13240,2006-04-19,17288848000.0,0003.HK
13241,2006-04-20,17288848000.0,0003.HK
13242,2006-04-21,17288848000.0,0003.HK
13243,2006-04-24,17288848000.0,0003.HK
13244,2006-04-25,17288848000.0,0003.HK
13245,2006-04-26,17288848000.0,0003.HK
13246,2006-04-27,17288848000.0,0003.HK
13247,2006-04-28,17288848000.0,0003.HK
13248,2006-05-02,17288848000.0,0003.HK
13249,2006-05-03,17288848000.0,0003.HK
13250,2006-05-04,17288848000.0,0003.HK
13251,2006-05-08,17288848000.0,0003.HK
13252,2006-05-09,17288848000.0,0003.HK
13253,2006-05-10,17288848000.0,0003.HK
13254,2006-05-11,17288848000.0,0003.HK
13255,2006-05-12,17288848000.0,0003.HK
13256,2006-05-15,17288848000.0,0003.HK
13257,2006-05-16,17288848000.0,0003.HK
13258,2006-05-17,17288848000.0,0003.HK
13259,2006-05-18,17288848000.0,0003.HK
13260,2006-05-19,17288848000.0,0003.HK
13261,2006-05-22,17288848000.0,0003.HK
13262,2006-05-23,17288848000.0,0003.HK
13263,2006-05-24,17288848000.0,0003.HK
13264,2006-05-25,17288848000.0,0003.HK
13265,2006-05-26,17288848000.0,0003.HK
13266,2006-05-29,17288848000.0,0003.HK
13267,2006-05-30,17288848000.0,0003.HK
13268,2006-06-01,17288848000.0,0003.HK
13269,2006-06-02,17288848000.0,0003.HK
13270,2006-06-05,17288848000.0,0003.HK
13271,2006-06-06,17288848000.0,0003.HK
13272,2006-06-07,17288848000.0,0003.HK
13273,2006-06-08,17288848000.0,0003.HK
13274,2006-06-09,17288848000.0,0003.HK
13275,2006-06-12,17288848000.0,0003.HK
13276,2006-06-13,17288848000.0,0003.HK
13277,2006-06-14,17288848000.0,0003.HK
13278,2006-06-15,17288848000.0,0003.HK
13279,2006-06-16,17288848000.0,0003.HK
13280,2006-06-19,17288848000.0,0003.HK
13281,2006-06-20,17288848000.0,0003.HK
13282,2006-06-21,17288848000.0,0003.HK
13283,2006-06-22,17288848000.0,0003.HK
13284,2006-06-23,17288848000.0,0003.HK
13285,2006-06-26,17288848000.0,0003.HK
13286,2006-06-27,17288848000.0,0003.HK
13287,2006-06-28,17288848000.0,0003.HK
13288,2006-06-29,17288848000.0,0003.HK
13289,2006-06-30,17288848000.0,0003.HK
13290,2006-07-03,17288848000.0,0003.HK
13291,2006-07-04,17288848000.0,0003.HK
13292,2006-07-05,17288848000.0,0003.HK
13293,2006-07-06,17288848000.0,0003.HK
13294,2006-07-07,17288848000.0,0003.HK
13295,2006-07-10,17288848000.0,0003.HK
13296,2006-07-11,17288848000.0,0003.HK
13297,2006-07-12,17288848000.0,0003.HK
13298,2006-07-13,17288848000.0,0003.HK
13299,2006-07-14,17288848000.0,0003.HK
13300,2006-07-17,17288848000.0,0003.HK
13301,2006-07-18,17288848000.0,0003.HK
13302,2006-07-19,17288848000.0,0003.HK
13303,2006-07-20,17288848000.0,0003.HK
13304,2006-07-21,17288848000.0,0003.HK
13305,2006-07-24,17288848000.0,0003.HK
13306,2006-07-25,17288848000.0,0003.HK
13307,2006-07-26,17288848000.0,0003.HK
13308,2006-07-27,17288848000.0,0003.HK
13309,2006-07-28,17288848000.0,0003.HK
13310,2006-07-31,17288848000.0,0003.HK
13311,2006-08-01,17288848000.0,0003.HK
13312,2006-08-02,17288848000.0,0003.HK
13313,2006-08-03,17288848000.0,0003.HK
13314,2006-08-04,17288848000.0,0003.HK
13315,2006-08-07,17288848000.0,0003.HK
13316,2006-08-08,17288848000.0,0003.HK
13317,2006-08-09,17288848000.0,0003.HK
13318,2006-08-10,17288848000.0,0003.HK
13319,2006-08-11,17288848000.0,0003.HK
13320,2006-08-14,17288848000.0,0003.HK
13321,2006-08-15,17288848000.0,0003.HK
13322,2006-08-16,17288848000.0,0003.HK
13323,2006-08-17,17288848000.0,0003.HK
13324,2006-08-18,17288848000.0,0003.HK
13325,2006-08-21,17288848000.0,0003.HK
13326,2006-08-22,17288848000.0,0003.HK
13327,2006-08-23,17288848000.0,0003.HK
13328,2006-08-24,17288848000.0,0003.HK
13329,2006-08-25,17288848000.0,0003.HK
13330,2006-08-28,17288848000.0,0003.HK
13331,2006-08-29,17288848000.0,0003.HK
13332,2006-08-30,17288848000.0,0003.HK
13333,2006-08-31,17288848000.0,0003.HK
13334,2006-09-01,17288848000.0,0003.HK
13335,2006-09-04,17288848000.0,0003.HK
13336,2006-09-05,17288848000.0,0003.HK
13337,2006-09-06,17288848000.0,0003.HK
13338,2006-09-07,17288848000.0,0003.HK
13339,2006-09-08,17288848000.0,0003.HK
13340,2006-09-11,17288848000.0,0003.HK
13341,2006-09-12,17288848000.0,0003.HK
13342,2006-09-13,17288848000.0,0003.HK
13343,2006-09-14,17288848000.0,0003.HK
13344,2006-09-15,17288848000.0,0003.HK
13345,2006-09-18,17288848000.0,0003.HK
13346,2006-09-19,17288848000.0,0003.HK
13347,2006-09-20,17288848000.0,0003.HK
13348,2006-09-21,17288848000.0,0003.HK
13349,2006-09-22,17288848000.0,0003.HK
13350,2006-09-25,17288848000.0,0003.HK
13351,2006-09-26,17288848000.0,0003.HK
13352,2006-09-27,17288848000.0,0003.HK
13353,2006-09-28,17288848000.0,0003.HK
13354,2006-09-29,17288848000.0,0003.HK
13355,2006-10-03,17288848000.0,0003.HK
13356,2006-10-04,17288848000.0,0003.HK
13357,2006-10-05,17288848000.0,0003.HK
13358,2006-10-06,17288848000.0,0003.HK
13359,2006-10-09,17288848000.0,0003.HK
13360,2006-10-10,17288848000.0,0003.HK
13361,2006-10-11,17288848000.0,0003.HK
13362,2006-10-12,17288848000.0,0003.HK
13363,2006-10-13,17288848000.0,0003.HK
13364,2006-10-16,17288848000.0,0003.HK
13365,2006-10-17,17288848000.0,0003.HK
13366,2006-10-18,17288848000.0,0003.HK
13367,2006-10-19,17288848000.0,0003.HK
13368,2006-10-20,17288848000.0,0003.HK
13369,2006-10-23,17288848000.0,0003.HK
13370,2006-10-24,17288848000.0,0003.HK
13371,2006-10-25,17288848000.0,0003.HK
13372,2006-10-26,17288848000.0,0003.HK
13373,2006-10-27,17288848000.0,0003.HK
13374,2006-10-31,17288848000.0,0003.HK
13375,2006-11-01,17288848000.0,0003.HK
13376,2006-11-02,17288848000.0,0003.HK
13377,2006-11-03,17288848000.0,0003.HK
13378,2006-11-06,17288848000.0,0003.HK
13379,2006-11-07,17288848000.0,0003.HK
13380,2006-11-08,17288848000.0,0003.HK
13381,2006-11-09,17288848000.0,0003.HK
13382,2006-11-10,17288848000.0,0003.HK
13383,2006-11-13,17288848000.0,0003.HK
13384,2006-11-14,17288848000.0,0003.HK
13385,2006-11-15,17288848000.0,0003.HK
13386,2006-11-16,17288848000.0,0003.HK
13387,2006-11-17,17288848000.0,0003.HK
13388,2006-11-20,17288848000.0,0003.HK
13389,2006-11-21,17288848000.0,0003.HK
13390,2006-11-22,17288848000.0,0003.HK
13391,2006-11-23,17288848000.0,0003.HK
13392,2006-11-24,17288848000.0,0003.HK
13393,2006-11-27,17288848000.0,0003.HK
13394,2006-11-28,17288848000.0,0003.HK
13395,2006-11-29,17288848000.0,0003.HK
13396,2006-11-30,17288848000.0,0003.HK
13397,2006-12-01,17288848000.0,0003.HK
13398,2006-12-04,17288848000.0,0003.HK
13399,2006-12-05,17288848000.0,0003.HK
13400,2006-12-06,17288848000.0,0003.HK
13401,2006-12-07,17288848000.0,0003.HK
13402,2006-12-08,17288848000.0,0003.HK
13403,2006-12-11,17288848000.0,0003.HK
13404,2006-12-12,17288848000.0,0003.HK
13405,2006-12-13,17288848000.0,0003.HK
13406,2006-12-14,17288848000.0,0003.HK
13407,2006-12-15,17288848000.0,0003.HK
13408,2006-12-18,17288848000.0,0003.HK
13409,2006-12-19,17288848000.0,0003.HK
13410,2006-12-20,17288848000.0,0003.HK
13411,2006-12-21,17288848000.0,0003.HK
13412,2006-12-22,17288848000.0,0003.HK
13413,2006-12-27,17288848000.0,0003.HK
13414,2006-12-28,17288848000.0,0003.HK
13415,2006-12-29,17288848000.0,0003.HK
13416,2007-01-02,17288848000.0,0003.HK
13417,2007-01-03,17288848000.0,0003.HK
13418,2007-01-04,17288848000.0,0003.HK
13419,2007-01-05,17288848000.0,0003.HK
13420,2007-01-08,17288848000.0,0003.HK
13421,2007-01-09,17288848000.0,0003.HK
13422,2007-01-10,17288848000.0,0003.HK
13423,2007-01-11,17288848000.0,0003.HK
13424,2007-01-12,17288848000.0,0003.HK
13425,2007-01-15,17288848000.0,0003.HK
13426,2007-01-16,17288848000.0,0003.HK
13427,2007-01-17,17288848000.0,0003.HK
13428,2007-01-18,17288848000.0,0003.HK
13429,2007-01-19,17288848000.0,0003.HK
13430,2007-01-22,17288848000.0,0003.HK
13431,2007-01-23,17288848000.0,0003.HK
13432,2007-01-24,17288848000.0,0003.HK
13433,2007-01-25,17288848000.0,0003.HK
13434,2007-01-26,17288848000.0,0003.HK
13435,2007-01-29,17288848000.0,0003.HK
13436,2007-01-30,17288848000.0,0003.HK
13437,2007-01-31,17288848000.0,0003.HK
13438,2007-02-01,17288848000.0,0003.HK
13439,2007-02-02,17288848000.0,0003.HK
13440,2007-02-05,17288848000.0,0003.HK
13441,2007-02-06,17288848000.0,0003.HK
13442,2007-02-07,17288848000.0,0003.HK
13443,2007-02-08,17288848000.0,0003.HK
13444,2007-02-09,17288848000.0,0003.HK
13445,2007-02-12,17288848000.0,0003.HK
13446,2007-02-13,17288848000.0,0003.HK
13447,2007-02-14,17288848000.0,0003.HK
13448,2007-02-15,17288848000.0,0003.HK
13449,2007-02-16,17288848000.0,0003.HK
13450,2007-02-21,17288848000.0,0003.HK
13451,2007-02-22,17288848000.0,0003.HK
13452,2007-02-23,17288848000.0,0003.HK
13453,2007-02-26,17288848000.0,0003.HK
13454,2007-02-27,17288848000.0,0003.HK
13455,2007-02-28,17288848000.0,0003.HK
13456,2007-03-01,17288848000.0,0003.HK
13457,2007-03-02,17288848000.0,0003.HK
13458,2007-03-05,17288848000.0,0003.HK
13459,2007-03-06,17288848000.0,0003.HK
13460,2007-03-07,17288848000.0,0003.HK
13461,2007-03-08,17288848000.0,0003.HK
13462,2007-03-09,17288848000.0,0003.HK
13463,2007-03-12,17288848000.0,0003.HK
13464,2007-03-13,17288848000.0,0003.HK
13465,2007-03-14,17288848000.0,0003.HK
13466,2007-03-15,17288848000.0,0003.HK
13467,2007-03-16,17288848000.0,0003.HK
13468,2007-03-19,17288848000.0,0003.HK
13469,2007-03-20,17288848000.0,0003.HK
13470,2007-03-21,17288848000.0,0003.HK
13471,2007-03-22,17288848000.0,0003.HK
13472,2007-03-23,17288848000.0,0003.HK
13473,2007-03-26,17288848000.0,0003.HK
13474,2007-03-27,17288848000.0,0003.HK
13475,2007-03-28,17288848000.0,0003.HK
13476,2007-03-29,17288848000.0,0003.HK
13477,2007-03-30,17288848000.0,0003.HK
13478,2007-04-02,17288848000.0,0003.HK
13479,2007-04-03,17288848000.0,0003.HK
13480,2007-04-04,17288848000.0,0003.HK
13481,2007-04-10,17288848000.0,0003.HK
13482,2007-04-11,17288848000.0,0003.HK
13483,2007-04-12,17288848000.0,0003.HK
13484,2007-04-13,17288848000.0,0003.HK
13485,2007-04-16,17288848000.0,0003.HK
13486,2007-04-17,17288848000.0,0003.HK
13487,2007-04-18,17288848000.0,0003.HK
13488,2007-04-19,17288848000.0,0003.HK
13489,2007-04-20,17288848000.0,0003.HK
13490,2007-04-23,17288848000.0,0003.HK
13491,2007-04-24,17288848000.0,0003.HK
13492,2007-04-25,17288848000.0,0003.HK
13493,2007-04-26,17288848000.0,0003.HK
13494,2007-04-27,17288848000.0,0003.HK
13495,2007-04-30,17288848000.0,0003.HK
13496,2007-05-02,17288848000.0,0003.HK
13497,2007-05-03,17288848000.0,0003.HK
13498,2007-05-04,17288848000.0,0003.HK
13499,2007-05-07,17288848000.0,0003.HK
13500,2007-05-08,17288849000.0,0003.HK
13501,2007-05-09,17288849000.0,0003.HK
13502,2007-05-10,17288849000.0,0003.HK
13503,2007-05-11,17288849000.0,0003.HK
13504,2007-05-14,17288849000.0,0003.HK
13505,2007-05-15,17288849000.0,0003.HK
13506,2007-05-16,17288849000.0,0003.HK
13507,2007-05-17,17288849000.0,0003.HK
13508,2007-05-18,17288849000.0,0003.HK
13509,2007-05-21,17288849000.0,0003.HK
13510,2007-05-22,17288849000.0,0003.HK
13511,2007-05-23,17288849000.0,0003.HK
13512,2007-05-25,17288849000.0,0003.HK
13513,2007-05-28,17288849000.0,0003.HK
13514,2007-05-29,17288849000.0,0003.HK
13515,2007-05-30,17288849000.0,0003.HK
13516,2007-05-31,17288849000.0,0003.HK
13517,2007-06-01,17288849000.0,0003.HK
13518,2007-06-04,17288849000.0,0003.HK
13519,2007-06-05,17288849000.0,0003.HK
13520,2007-06-06,17288849000.0,0003.HK
13521,2007-06-07,17288849000.0,0003.HK
13522,2007-06-08,17288849000.0,0003.HK
13523,2007-06-11,17288849000.0,0003.HK
13524,2007-06-12,17288849000.0,0003.HK
13525,2007-06-13,17288849000.0,0003.HK
13526,2007-06-14,17288848000.0,0003.HK
13527,2007-06-15,17288848000.0,0003.HK
13528,2007-06-18,17288848000.0,0003.HK
13529,2007-06-20,17288848000.0,0003.HK
13530,2007-06-21,17288848000.0,0003.HK
13531,2007-06-22,17288848000.0,0003.HK
13532,2007-06-25,17288848000.0,0003.HK
13533,2007-06-26,17288848000.0,0003.HK
13534,2007-06-27,17288848000.0,0003.HK
13535,2007-06-28,17288848000.0,0003.HK
13536,2007-06-29,17288848000.0,0003.HK
13537,2007-07-03,17288848000.0,0003.HK
13538,2007-07-04,17288848000.0,0003.HK
13539,2007-07-05,17288848000.0,0003.HK
13540,2007-07-06,17288848000.0,0003.HK
13541,2007-07-09,17288848000.0,0003.HK
13542,2007-07-10,17288848000.0,0003.HK
13543,2007-07-11,17288848000.0,0003.HK
13544,2007-07-12,17288848000.0,0003.HK
13545,2007-07-13,17288848000.0,0003.HK
13546,2007-07-16,17288848000.0,0003.HK
13547,2007-07-17,17288848000.0,0003.HK
13548,2007-07-18,17288848000.0,0003.HK
13549,2007-07-19,17288848000.0,0003.HK
13550,2007-07-20,17288848000.0,0003.HK
13551,2007-07-23,17288848000.0,0003.HK
13552,2007-07-24,17288848000.0,0003.HK
13553,2007-07-25,17288848000.0,0003.HK
13554,2007-07-26,17288848000.0,0003.HK
13555,2007-07-27,17288848000.0,0003.HK
13556,2007-07-30,17288848000.0,0003.HK
13557,2007-07-31,17288848000.0,0003.HK
13558,2007-08-01,17288848000.0,0003.HK
13559,2007-08-02,17288848000.0,0003.HK
13560,2007-08-03,17288848000.0,0003.HK
13561,2007-08-06,17288848000.0,0003.HK
13562,2007-08-07,17288848000.0,0003.HK
13563,2007-08-08,17288848000.0,0003.HK
13564,2007-08-09,17288848000.0,0003.HK
13565,2007-08-10,17288848000.0,0003.HK
13566,2007-08-13,17288848000.0,0003.HK
13567,2007-08-14,17288848000.0,0003.HK
13568,2007-08-15,17288848000.0,0003.HK
13569,2007-08-16,17288848000.0,0003.HK
13570,2007-08-17,17288848000.0,0003.HK
13571,2007-08-20,17288848000.0,0003.HK
13572,2007-08-21,17288848000.0,0003.HK
13573,2007-08-22,17288848000.0,0003.HK
13574,2007-08-23,17288848000.0,0003.HK
13575,2007-08-24,17288848000.0,0003.HK
13576,2007-08-27,17288848000.0,0003.HK
13577,2007-08-28,17288848000.0,0003.HK
13578,2007-08-29,17288848000.0,0003.HK
13579,2007-08-30,17288848000.0,0003.HK
13580,2007-08-31,17288848000.0,0003.HK
13581,2007-09-03,17288848000.0,0003.HK
13582,2007-09-04,17288848000.0,0003.HK
13583,2007-09-05,17288848000.0,0003.HK
13584,2007-09-06,17288848000.0,0003.HK
13585,2007-09-07,17288848000.0,0003.HK
13586,2007-09-10,17288848000.0,0003.HK
13587,2007-09-11,17288848000.0,0003.HK
13588,2007-09-12,17288848000.0,0003.HK
13589,2007-09-13,17288848000.0,0003.HK
13590,2007-09-14,17288848000.0,0003.HK
13591,2007-09-17,17288848000.0,0003.HK
13592,2007-09-18,17288848000.0,0003.HK
13593,2007-09-19,17288848000.0,0003.HK
13594,2007-09-20,17288848000.0,0003.HK
13595,2007-09-21,17288848000.0,0003.HK
13596,2007-09-24,17288848000.0,0003.HK
13597,2007-09-25,17288848000.0,0003.HK
13598,2007-09-27,17288848000.0,0003.HK
13599,2007-09-28,17288848000.0,0003.HK
13600,2007-10-02,17288848000.0,0003.HK
13601,2007-10-03,17288848000.0,0003.HK
13602,2007-10-04,17288848000.0,0003.HK
13603,2007-10-05,17288848000.0,0003.HK
13604,2007-10-08,17288848000.0,0003.HK
13605,2007-10-09,17288848000.0,0003.HK
13606,2007-10-10,17288848000.0,0003.HK
13607,2007-10-11,17288848000.0,0003.HK
13608,2007-10-12,17288848000.0,0003.HK
13609,2007-10-15,17288848000.0,0003.HK
13610,2007-10-16,17288848000.0,0003.HK
13611,2007-10-17,17288848000.0,0003.HK
13612,2007-10-18,17288848000.0,0003.HK
13613,2007-10-22,17288848000.0,0003.HK
13614,2007-10-23,17288848000.0,0003.HK
13615,2007-10-24,17288848000.0,0003.HK
13616,2007-10-25,17288848000.0,0003.HK
13617,2007-10-26,17288848000.0,0003.HK
13618,2007-10-29,17288848000.0,0003.HK
13619,2007-10-30,17288848000.0,0003.HK
13620,2007-10-31,17288848000.0,0003.HK
13621,2007-11-01,17288848000.0,0003.HK
13622,2007-11-02,17288848000.0,0003.HK
13623,2007-11-05,17288848000.0,0003.HK
13624,2007-11-06,17288848000.0,0003.HK
13625,2007-11-07,17288848000.0,0003.HK
13626,2007-11-08,17288848000.0,0003.HK
13627,2007-11-09,17288848000.0,0003.HK
13628,2007-11-12,17288848000.0,0003.HK
13629,2007-11-13,17288848000.0,0003.HK
13630,2007-11-14,17288848000.0,0003.HK
13631,2007-11-15,17288848000.0,0003.HK
13632,2007-11-16,17288848000.0,0003.HK
13633,2007-11-19,17288848000.0,0003.HK
13634,2007-11-20,17288848000.0,0003.HK
13635,2007-11-21,17288848000.0,0003.HK
13636,2007-11-22,17288848000.0,0003.HK
13637,2007-11-23,17288848000.0,0003.HK
13638,2007-11-26,17288848000.0,0003.HK
13639,2007-11-27,17288848000.0,0003.HK
13640,2007-11-28,17288848000.0,0003.HK
13641,2007-11-29,17288848000.0,0003.HK
13642,2007-11-30,17288848000.0,0003.HK
13643,2007-12-03,17288848000.0,0003.HK
13644,2007-12-04,17288848000.0,0003.HK
13645,2007-12-05,17288848000.0,0003.HK
13646,2007-12-06,17288848000.0,0003.HK
13647,2007-12-07,17288848000.0,0003.HK
13648,2007-12-10,17288848000.0,0003.HK
13649,2007-12-11,17288848000.0,0003.HK
13650,2007-12-12,17288848000.0,0003.HK
13651,2007-12-13,17288848000.0,0003.HK
13652,2007-12-14,17288848000.0,0003.HK
13653,2007-12-17,17288848000.0,0003.HK
13654,2007-12-18,17288848000.0,0003.HK
13655,2007-12-19,17288848000.0,0003.HK
13656,2007-12-20,17288848000.0,0003.HK
13657,2007-12-21,17288848000.0,0003.HK
13658,2007-12-24,17288848000.0,0003.HK
13659,2007-12-27,17288848000.0,0003.HK
13660,2007-12-28,17288848000.0,0003.HK
13661,2007-12-31,17288848000.0,0003.HK
13662,2008-01-02,17288848000.0,0003.HK
13663,2008-01-03,17288848000.0,0003.HK
13664,2008-01-04,17288848000.0,0003.HK
13665,2008-01-07,17288848000.0,0003.HK
13666,2008-01-08,17288848000.0,0003.HK
13667,2008-01-09,17288848000.0,0003.HK
13668,2008-01-10,17288848000.0,0003.HK
13669,2008-01-11,17288848000.0,0003.HK
13670,2008-01-14,17288848000.0,0003.HK
13671,2008-01-15,17288848000.0,0003.HK
13672,2008-01-16,17288848000.0,0003.HK
13673,2008-01-17,17288848000.0,0003.HK
13674,2008-01-18,17288848000.0,0003.HK
13675,2008-01-21,17288848000.0,0003.HK
13676,2008-01-22,17288848000.0,0003.HK
13677,2008-01-23,17288848000.0,0003.HK
13678,2008-01-24,17288848000.0,0003.HK
13679,2008-01-25,17288848000.0,0003.HK
13680,2008-01-28,17288848000.0,0003.HK
13681,2008-01-29,17288848000.0,0003.HK
13682,2008-01-30,17288848000.0,0003.HK
13683,2008-01-31,17288848000.0,0003.HK
13684,2008-02-01,17288848000.0,0003.HK
13685,2008-02-04,17288848000.0,0003.HK
13686,2008-02-05,17288848000.0,0003.HK
13687,2008-02-06,17288848000.0,0003.HK
13688,2008-02-11,17288848000.0,0003.HK
13689,2008-02-12,17288848000.0,0003.HK
13690,2008-02-13,17288848000.0,0003.HK
13691,2008-02-14,17288848000.0,0003.HK
13692,2008-02-15,17288848000.0,0003.HK
13693,2008-02-18,17288848000.0,0003.HK
13694,2008-02-19,17288848000.0,0003.HK
13695,2008-02-20,17288848000.0,0003.HK
13696,2008-02-21,17288848000.0,0003.HK
13697,2008-02-22,17288848000.0,0003.HK
13698,2008-02-25,17288848000.0,0003.HK
13699,2008-02-26,17288848000.0,0003.HK
13700,2008-02-27,17288848000.0,0003.HK
13701,2008-02-28,17288848000.0,0003.HK
13702,2008-02-29,17288848000.0,0003.HK
13703,2008-03-03,17288848000.0,0003.HK
13704,2008-03-04,17288848000.0,0003.HK
13705,2008-03-05,17288848000.0,0003.HK
13706,2008-03-06,17288848000.0,0003.HK
13707,2008-03-07,17288848000.0,0003.HK
13708,2008-03-10,17288848000.0,0003.HK
13709,2008-03-11,17288848000.0,0003.HK
13710,2008-03-12,17288848000.0,0003.HK
13711,2008-03-13,17288848000.0,0003.HK
13712,2008-03-14,17288848000.0,0003.HK
13713,2008-03-17,17288848000.0,0003.HK
13714,2008-03-18,17288848000.0,0003.HK
13715,2008-03-19,17288848000.0,0003.HK
13716,2008-03-20,17288848000.0,0003.HK
13717,2008-03-25,17288848000.0,0003.HK
13718,2008-03-26,17288848000.0,0003.HK
13719,2008-03-27,17288848000.0,0003.HK
13720,2008-03-28,17288848000.0,0003.HK
13721,2008-03-31,17288848000.0,0003.HK
13722,2008-04-01,17288848000.0,0003.HK
13723,2008-04-02,17288848000.0,0003.HK
13724,2008-04-03,17288848000.0,0003.HK
13725,2008-04-07,17288848000.0,0003.HK
13726,2008-04-08,17288848000.0,0003.HK
13727,2008-04-09,17288848000.0,0003.HK
13728,2008-04-10,17288848000.0,0003.HK
13729,2008-04-11,17288848000.0,0003.HK
13730,2008-04-14,17288848000.0,0003.HK
13731,2008-04-15,17288848000.0,0003.HK
13732,2008-04-16,17288848000.0,0003.HK
13733,2008-04-17,17288848000.0,0003.HK
13734,2008-04-18,17288848000.0,0003.HK
13735,2008-04-21,17288848000.0,0003.HK
13736,2008-04-22,17288848000.0,0003.HK
13737,2008-04-23,17288848000.0,0003.HK
13738,2008-04-24,17288848000.0,0003.HK
13739,2008-04-25,17288848000.0,0003.HK
13740,2008-04-28,17288848000.0,0003.HK
13741,2008-04-29,17288848000.0,0003.HK
13742,2008-04-30,17288848000.0,0003.HK
13743,2008-05-02,17288848000.0,0003.HK
13744,2008-05-05,17288849000.0,0003.HK
13745,2008-05-06,17288849000.0,0003.HK
13746,2008-05-07,17288849000.0,0003.HK
13747,2008-05-08,17288849000.0,0003.HK
