,Date,Shares Outstanding,Code
62351,2004-08-05,2000000000.0,2319.HK
62352,2004-08-06,2000000000.0,2319.HK
62353,2004-08-09,2000000000.0,2319.HK
62354,2004-08-10,2000000000.0,2319.HK
62355,2004-08-11,2000000000.0,2319.HK
62356,2004-08-12,2000000000.0,2319.HK
62357,2004-08-13,2000000000.0,2319.HK
62358,2004-08-16,2000000000.0,2319.HK
62359,2004-08-17,2000000000.0,2319.HK
62360,2004-08-18,2000000000.0,2319.HK
62361,2004-08-19,2000000000.0,2319.HK
62362,2004-08-20,2000000000.0,2319.HK
62363,2004-08-23,2000000000.0,2319.HK
62364,2004-08-24,2000000000.0,2319.HK
62365,2004-08-25,2000000000.0,2319.HK
62366,2004-08-26,2000000000.0,2319.HK
62367,2004-08-27,2000000000.0,2319.HK
62368,2004-08-30,2000000000.0,2319.HK
62369,2004-08-31,2000000000.0,2319.HK
62370,2004-09-01,2000000000.0,2319.HK
62371,2004-09-02,2000000000.0,2319.HK
62372,2004-09-03,2000000000.0,2319.HK
62373,2004-09-06,2000000000.0,2319.HK
62374,2004-09-07,2000000000.0,2319.HK
62375,2004-09-08,2000000000.0,2319.HK
62376,2004-09-09,2000000000.0,2319.HK
62377,2004-09-10,2000000000.0,2319.HK
62378,2004-09-13,2000000000.0,2319.HK
62379,2004-09-14,2000000000.0,2319.HK
62380,2004-09-15,2000000000.0,2319.HK
62381,2004-09-16,2000000000.0,2319.HK
62382,2004-09-17,2000000000.0,2319.HK
62383,2004-09-20,2000000000.0,2319.HK
62384,2004-09-21,2000000000.0,2319.HK
62385,2004-09-22,2000000000.0,2319.HK
62386,2004-09-23,2000000000.0,2319.HK
62387,2004-09-24,2000000000.0,2319.HK
62388,2004-09-27,2000000000.0,2319.HK
62389,2004-09-28,2000000000.0,2319.HK
62390,2004-09-30,2000000000.0,2319.HK
62391,2004-10-04,2000000000.0,2319.HK
62392,2004-10-05,2000000000.0,2319.HK
62393,2004-10-06,2000000000.0,2319.HK
62394,2004-10-07,2000000000.0,2319.HK
62395,2004-10-08,2000000000.0,2319.HK
62396,2004-10-11,2000000000.0,2319.HK
62397,2004-10-12,2000000000.0,2319.HK
62398,2004-10-13,2000000000.0,2319.HK
62399,2004-10-14,2000000000.0,2319.HK
62400,2004-10-15,2000000000.0,2319.HK
62401,2004-10-18,2000000000.0,2319.HK
62402,2004-10-19,2000000000.0,2319.HK
62403,2004-10-20,2000000000.0,2319.HK
62404,2004-10-21,2000000000.0,2319.HK
62405,2004-10-25,2000000000.0,2319.HK
62406,2004-10-26,2000000000.0,2319.HK
62407,2004-10-27,2000000000.0,2319.HK
62408,2004-10-28,2000000000.0,2319.HK
62409,2004-10-29,2000000000.0,2319.HK
62410,2004-11-01,2000000000.0,2319.HK
62411,2004-11-02,2000000000.0,2319.HK
62412,2004-11-03,2000000000.0,2319.HK
62413,2004-11-04,2000000000.0,2319.HK
62414,2004-11-05,2000000000.0,2319.HK
62415,2004-11-08,2000000000.0,2319.HK
62416,2004-11-09,2000000000.0,2319.HK
62417,2004-11-10,2000000000.0,2319.HK
62418,2004-11-11,2000000000.0,2319.HK
62419,2004-11-12,2000000000.0,2319.HK
62420,2004-11-15,2000000000.0,2319.HK
62421,2004-11-16,2000000000.0,2319.HK
62422,2004-11-17,2000000000.0,2319.HK
62423,2004-11-18,2000000000.0,2319.HK
62424,2004-11-19,2000000000.0,2319.HK
62425,2004-11-22,2000000000.0,2319.HK
62426,2004-11-23,2000000000.0,2319.HK
62427,2004-11-24,2000000000.0,2319.HK
62428,2004-11-25,2000000000.0,2319.HK
62429,2004-11-26,2000000000.0,2319.HK
62430,2004-11-29,2000000000.0,2319.HK
62431,2004-11-30,2000000000.0,2319.HK
62432,2004-12-01,2000000000.0,2319.HK
62433,2004-12-02,2000000000.0,2319.HK
62434,2004-12-03,2000000000.0,2319.HK
62435,2004-12-06,2000000000.0,2319.HK
62436,2004-12-07,2000000000.0,2319.HK
62437,2004-12-08,2000000000.0,2319.HK
62438,2004-12-09,2000000000.0,2319.HK
62439,2004-12-10,2000000000.0,2319.HK
62440,2004-12-13,2000000000.0,2319.HK
62441,2004-12-14,2000000000.0,2319.HK
62442,2004-12-15,2000000000.0,2319.HK
62443,2004-12-16,2000000000.0,2319.HK
62444,2004-12-17,2000000000.0,2319.HK
62445,2004-12-20,2000000000.0,2319.HK
62446,2004-12-21,2000000000.0,2319.HK
62447,2004-12-22,2000000000.0,2319.HK
62448,2004-12-23,2000000000.0,2319.HK
62449,2004-12-24,2000000000.0,2319.HK
62450,2004-12-28,2000000000.0,2319.HK
62451,2004-12-29,2221050000.0,2319.HK
62452,2004-12-30,2221050000.0,2319.HK
62453,2004-12-31,2221050000.0,2319.HK
62454,2005-01-03,2221050000.0,2319.HK
62455,2005-01-04,2221050000.0,2319.HK
62456,2005-01-05,2221050000.0,2319.HK
62457,2005-01-06,2221050000.0,2319.HK
62458,2005-01-07,2221050000.0,2319.HK
62459,2005-01-10,2221050000.0,2319.HK
62460,2005-01-11,2221050000.0,2319.HK
62461,2005-01-12,2221050000.0,2319.HK
62462,2005-01-13,2221050000.0,2319.HK
62463,2005-01-14,2221050000.0,2319.HK
62464,2005-01-17,2221050000.0,2319.HK
62465,2005-01-18,2221050000.0,2319.HK
62466,2005-01-19,2221050000.0,2319.HK
62467,2005-01-20,2221050000.0,2319.HK
62468,2005-01-21,2221050000.0,2319.HK
62469,2005-01-24,2221050000.0,2319.HK
62470,2005-01-25,2221050000.0,2319.HK
62471,2005-01-26,2221050000.0,2319.HK
62472,2005-01-27,2221050000.0,2319.HK
62473,2005-01-28,2221050000.0,2319.HK
62474,2005-01-31,2221050000.0,2319.HK
62475,2005-02-01,2221050000.0,2319.HK
62476,2005-02-02,2221050000.0,2319.HK
62477,2005-02-03,2221050000.0,2319.HK
62478,2005-02-04,2221050000.0,2319.HK
62479,2005-02-07,2221050000.0,2319.HK
62480,2005-02-08,2221050000.0,2319.HK
62481,2005-02-14,2221050000.0,2319.HK
62482,2005-02-15,2221050000.0,2319.HK
62483,2005-02-16,2221050000.0,2319.HK
62484,2005-02-17,2221050000.0,2319.HK
62485,2005-02-18,2221050000.0,2319.HK
62486,2005-02-21,2221050000.0,2319.HK
62487,2005-02-22,2221050000.0,2319.HK
62488,2005-02-23,2221050000.0,2319.HK
62489,2005-02-24,2221050000.0,2319.HK
62490,2005-02-25,2221050000.0,2319.HK
62491,2005-02-28,2221050000.0,2319.HK
62492,2005-03-01,2221050000.0,2319.HK
62493,2005-03-02,2221050000.0,2319.HK
62494,2005-03-03,2221050000.0,2319.HK
62495,2005-03-04,2221050000.0,2319.HK
62496,2005-03-07,2221050000.0,2319.HK
62497,2005-03-08,2221050000.0,2319.HK
62498,2005-03-09,2221050000.0,2319.HK
62499,2005-03-10,2221050000.0,2319.HK
62500,2005-03-11,2221050000.0,2319.HK
62501,2005-03-14,2221050000.0,2319.HK
62502,2005-03-15,2221050000.0,2319.HK
62503,2005-03-16,2221050000.0,2319.HK
62504,2005-03-17,2221050000.0,2319.HK
62505,2005-03-18,2221050000.0,2319.HK
62506,2005-03-21,2221050000.0,2319.HK
62507,2005-03-22,2221050000.0,2319.HK
62508,2005-03-23,2221050000.0,2319.HK
62509,2005-03-24,2221050000.0,2319.HK
62510,2005-03-29,2221050000.0,2319.HK
62511,2005-03-30,2221050000.0,2319.HK
62512,2005-03-31,2221050000.0,2319.HK
62513,2005-04-01,2221050000.0,2319.HK
62514,2005-04-04,2221050000.0,2319.HK
62515,2005-04-06,2221050000.0,2319.HK
62516,2005-04-07,2221050000.0,2319.HK
62517,2005-04-08,2221050000.0,2319.HK
62518,2005-04-11,2221050000.0,2319.HK
62519,2005-04-12,2221050000.0,2319.HK
62520,2005-04-13,2221050000.0,2319.HK
62521,2005-04-14,2221050000.0,2319.HK
62522,2005-04-15,2221050000.0,2319.HK
62523,2005-04-18,2221050000.0,2319.HK
62524,2005-04-19,2221050000.0,2319.HK
62525,2005-04-20,2221050000.0,2319.HK
62526,2005-04-21,2221050000.0,2319.HK
62527,2005-04-22,2221050000.0,2319.HK
62528,2005-04-25,2221050000.0,2319.HK
62529,2005-04-26,2221050000.0,2319.HK
62530,2005-04-27,2221050000.0,2319.HK
62531,2005-04-28,2221050000.0,2319.HK
62532,2005-04-29,2221050000.0,2319.HK
62533,2005-05-03,2221050000.0,2319.HK
62534,2005-05-04,2221050000.0,2319.HK
62535,2005-05-05,2221050000.0,2319.HK
62536,2005-05-06,2221050000.0,2319.HK
62537,2005-05-09,2221050000.0,2319.HK
62538,2005-05-10,2221050000.0,2319.HK
62539,2005-05-11,2221050000.0,2319.HK
62540,2005-05-12,2221050000.0,2319.HK
62541,2005-05-13,2221050000.0,2319.HK
62542,2005-05-17,2221050000.0,2319.HK
62543,2005-05-18,2221050000.0,2319.HK
62544,2005-05-19,2221050000.0,2319.HK
62545,2005-05-20,2221050000.0,2319.HK
62546,2005-05-23,2221050000.0,2319.HK
62547,2005-05-24,2221050000.0,2319.HK
62548,2005-05-25,2221050000.0,2319.HK
62549,2005-05-26,2221050000.0,2319.HK
62550,2005-05-27,2221050000.0,2319.HK
62551,2005-05-30,2221050000.0,2319.HK
62552,2005-05-31,2221050000.0,2319.HK
62553,2005-06-01,2221050000.0,2319.HK
62554,2005-06-02,2221050000.0,2319.HK
62555,2005-06-03,2221050000.0,2319.HK
62556,2005-06-06,2221050000.0,2319.HK
62557,2005-06-07,2221050000.0,2319.HK
62558,2005-06-08,2221050000.0,2319.HK
62559,2005-06-09,2221050000.0,2319.HK
62560,2005-06-10,2221050000.0,2319.HK
62561,2005-06-13,2221050000.0,2319.HK
62562,2005-06-14,2221050000.0,2319.HK
62563,2005-06-15,2221050000.0,2319.HK
62564,2005-06-16,2221050000.0,2319.HK
62565,2005-06-17,2736833000.0,2319.HK
62566,2005-06-20,2736833000.0,2319.HK
62567,2005-06-21,2736833000.0,2319.HK
62568,2005-06-22,2736833000.0,2319.HK
62569,2005-06-23,2736833000.0,2319.HK
62570,2005-06-24,2736833000.0,2319.HK
62571,2005-06-27,2736833000.0,2319.HK
62572,2005-06-28,2736833000.0,2319.HK
62573,2005-06-29,2736833000.0,2319.HK
62574,2005-06-30,2736833000.0,2319.HK
62575,2005-07-04,2736833000.0,2319.HK
62576,2005-07-05,2736833000.0,2319.HK
62577,2005-07-06,2736833000.0,2319.HK
62578,2005-07-07,2736833000.0,2319.HK
62579,2005-07-08,2736833000.0,2319.HK
62580,2005-07-11,2736833000.0,2319.HK
62581,2005-07-12,2736833000.0,2319.HK
62582,2005-07-13,2736833000.0,2319.HK
62583,2005-07-14,2736833000.0,2319.HK
62584,2005-07-15,2736833000.0,2319.HK
62585,2005-07-18,2736833000.0,2319.HK
62586,2005-07-19,2736833000.0,2319.HK
62587,2005-07-20,2736833000.0,2319.HK
62588,2005-07-21,2736833000.0,2319.HK
62589,2005-07-22,2736833000.0,2319.HK
62590,2005-07-25,2736833000.0,2319.HK
62591,2005-07-26,2736833000.0,2319.HK
62592,2005-07-27,2736833000.0,2319.HK
62593,2005-07-28,2736833000.0,2319.HK
62594,2005-07-29,2736833000.0,2319.HK
62595,2005-08-01,2736833000.0,2319.HK
62596,2005-08-02,2736833000.0,2319.HK
62597,2005-08-03,2736833000.0,2319.HK
62598,2005-08-04,2736833000.0,2319.HK
62599,2005-08-05,2736833000.0,2319.HK
62600,2005-08-08,2736833000.0,2319.HK
62601,2005-08-09,2736833000.0,2319.HK
62602,2005-08-10,2736833000.0,2319.HK
62603,2005-08-11,2736833000.0,2319.HK
62604,2005-08-12,2736833000.0,2319.HK
62605,2005-08-15,2736833000.0,2319.HK
62606,2005-08-16,2736833000.0,2319.HK
62607,2005-08-17,2736833000.0,2319.HK
62608,2005-08-18,2736833000.0,2319.HK
62609,2005-08-19,2736833000.0,2319.HK
62610,2005-08-22,2736833000.0,2319.HK
62611,2005-08-23,2736833000.0,2319.HK
62612,2005-08-24,2736833000.0,2319.HK
62613,2005-08-25,2736833000.0,2319.HK
62614,2005-08-26,2736833000.0,2319.HK
62615,2005-08-29,2736833000.0,2319.HK
62616,2005-08-30,2736833000.0,2319.HK
62617,2005-08-31,2736833000.0,2319.HK
62618,2005-09-01,2736833000.0,2319.HK
62619,2005-09-02,2736833000.0,2319.HK
62620,2005-09-05,2736833000.0,2319.HK
62621,2005-09-06,2736833000.0,2319.HK
62622,2005-09-07,2736833000.0,2319.HK
62623,2005-09-08,2736833000.0,2319.HK
62624,2005-09-09,2736833000.0,2319.HK
62625,2005-09-12,2736833000.0,2319.HK
62626,2005-09-13,2736833000.0,2319.HK
62627,2005-09-14,2736833000.0,2319.HK
62628,2005-09-15,2736833000.0,2319.HK
62629,2005-09-16,2736833000.0,2319.HK
62630,2005-09-20,2736833000.0,2319.HK
62631,2005-09-21,2736833000.0,2319.HK
62632,2005-09-22,2736833000.0,2319.HK
62633,2005-09-23,2736833000.0,2319.HK
62634,2005-09-26,2736833000.0,2319.HK
62635,2005-09-27,2736833000.0,2319.HK
62636,2005-09-28,2736833000.0,2319.HK
62637,2005-09-29,2736833000.0,2319.HK
62638,2005-09-30,2736833000.0,2319.HK
62639,2005-10-03,2736833000.0,2319.HK
62640,2005-10-04,2736833000.0,2319.HK
62641,2005-10-05,2736833000.0,2319.HK
62642,2005-10-06,2736833000.0,2319.HK
62643,2005-10-07,2736833000.0,2319.HK
62644,2005-10-10,2736833000.0,2319.HK
62645,2005-10-12,2736833000.0,2319.HK
62646,2005-10-13,2736833000.0,2319.HK
62647,2005-10-14,2736833000.0,2319.HK
62648,2005-10-17,2736833000.0,2319.HK
62649,2005-10-18,2736833000.0,2319.HK
62650,2005-10-19,2736833000.0,2319.HK
62651,2005-10-20,2736833000.0,2319.HK
62652,2005-10-21,2736833000.0,2319.HK
62653,2005-10-24,2736833000.0,2319.HK
62654,2005-10-25,2736833000.0,2319.HK
62655,2005-10-26,2736833000.0,2319.HK
62656,2005-10-27,2736833000.0,2319.HK
62657,2005-10-28,2736833000.0,2319.HK
62658,2005-10-31,2736833000.0,2319.HK
62659,2005-11-01,2736833000.0,2319.HK
62660,2005-11-02,2736833000.0,2319.HK
62661,2005-11-03,2736833000.0,2319.HK
62662,2005-11-04,2736833000.0,2319.HK
62663,2005-11-07,2736833000.0,2319.HK
62664,2005-11-08,2736833000.0,2319.HK
62665,2005-11-09,2736833000.0,2319.HK
62666,2005-11-10,2736833000.0,2319.HK
62667,2005-11-11,2736833000.0,2319.HK
62668,2005-11-14,2736833000.0,2319.HK
62669,2005-11-15,2736833000.0,2319.HK
62670,2005-11-16,2736833000.0,2319.HK
62671,2005-11-17,2736833000.0,2319.HK
62672,2005-11-18,2736833000.0,2319.HK
62673,2005-11-21,2736833000.0,2319.HK
62674,2005-11-22,2736833000.0,2319.HK
62675,2005-11-23,2736833000.0,2319.HK
62676,2005-11-24,2736833000.0,2319.HK
62677,2005-11-25,2736833000.0,2319.HK
62678,2005-11-28,2736833000.0,2319.HK
62679,2005-11-29,2736833000.0,2319.HK
62680,2005-11-30,2736833000.0,2319.HK
62681,2005-12-01,2736833000.0,2319.HK
62682,2005-12-02,2736833000.0,2319.HK
62683,2005-12-05,2736833000.0,2319.HK
62684,2005-12-06,2736833000.0,2319.HK
62685,2005-12-07,2736833000.0,2319.HK
62686,2005-12-08,2736833000.0,2319.HK
62687,2005-12-09,2736833000.0,2319.HK
62688,2005-12-12,2736833000.0,2319.HK
62689,2005-12-13,2736833000.0,2319.HK
62690,2005-12-14,2736833000.0,2319.HK
62691,2005-12-15,2736833000.0,2319.HK
62692,2005-12-16,2736833000.0,2319.HK
62693,2005-12-19,2736833000.0,2319.HK
62694,2005-12-20,2736833000.0,2319.HK
62695,2005-12-21,2736833000.0,2319.HK
62696,2005-12-22,2736833000.0,2319.HK
62697,2005-12-23,2736833000.0,2319.HK
62698,2005-12-28,2736833000.0,2319.HK
62699,2005-12-29,2736833000.0,2319.HK
62700,2005-12-30,2736833000.0,2319.HK
62701,2006-01-03,2736833000.0,2319.HK
62702,2006-01-04,2736833000.0,2319.HK
62703,2006-01-05,2736833000.0,2319.HK
62704,2006-01-06,2736833000.0,2319.HK
62705,2006-01-09,2736833000.0,2319.HK
62706,2006-01-10,2736833000.0,2319.HK
62707,2006-01-11,2736833000.0,2319.HK
62708,2006-01-12,2736833000.0,2319.HK
62709,2006-01-13,2736833000.0,2319.HK
62710,2006-01-16,2736833000.0,2319.HK
62711,2006-01-17,2736833000.0,2319.HK
62712,2006-01-18,2736833000.0,2319.HK
62713,2006-01-19,2736833000.0,2319.HK
62714,2006-01-20,2736833000.0,2319.HK
62715,2006-01-23,2736833000.0,2319.HK
62716,2006-01-24,2736833000.0,2319.HK
62717,2006-01-25,2736833000.0,2319.HK
62718,2006-01-26,2736833000.0,2319.HK
62719,2006-01-27,2736833000.0,2319.HK
62720,2006-02-01,2736833000.0,2319.HK
62721,2006-02-02,2736833000.0,2319.HK
62722,2006-02-03,2736833000.0,2319.HK
62723,2006-02-06,2736833000.0,2319.HK
62724,2006-02-07,2736833000.0,2319.HK
62725,2006-02-08,2736833000.0,2319.HK
62726,2006-02-09,2736833000.0,2319.HK
62727,2006-02-10,2736833000.0,2319.HK
62728,2006-02-13,2736833000.0,2319.HK
62729,2006-02-14,2736833000.0,2319.HK
62730,2006-02-15,2736833000.0,2319.HK
62731,2006-02-16,2736833000.0,2319.HK
62732,2006-02-17,2736833000.0,2319.HK
62733,2006-02-20,2736833000.0,2319.HK
62734,2006-02-21,2736833000.0,2319.HK
62735,2006-02-22,2736833000.0,2319.HK
62736,2006-02-23,2736833000.0,2319.HK
62737,2006-02-24,2736833000.0,2319.HK
62738,2006-02-27,2736833000.0,2319.HK
62739,2006-02-28,2736833000.0,2319.HK
62740,2006-03-01,2736833000.0,2319.HK
62741,2006-03-02,2736833000.0,2319.HK
62742,2006-03-03,2736833000.0,2319.HK
62743,2006-03-06,2736833000.0,2319.HK
62744,2006-03-07,2736833000.0,2319.HK
62745,2006-03-08,2736833000.0,2319.HK
62746,2006-03-09,2736833000.0,2319.HK
62747,2006-03-10,2736833000.0,2319.HK
62748,2006-03-13,2736833000.0,2319.HK
62749,2006-03-14,2736833000.0,2319.HK
62750,2006-03-15,2736833000.0,2319.HK
62751,2006-03-16,2736833000.0,2319.HK
62752,2006-03-17,2736833000.0,2319.HK
62753,2006-03-20,2736833000.0,2319.HK
62754,2006-03-21,2736833000.0,2319.HK
62755,2006-03-22,2736833000.0,2319.HK
62756,2006-03-23,2736833000.0,2319.HK
62757,2006-03-24,2736833000.0,2319.HK
62758,2006-03-27,2736833000.0,2319.HK
62759,2006-03-28,2736833000.0,2319.HK
62760,2006-03-29,2736833000.0,2319.HK
62761,2006-03-30,2736833000.0,2319.HK
62762,2006-03-31,2736833000.0,2319.HK
62763,2006-04-03,2736833000.0,2319.HK
62764,2006-04-04,2736833000.0,2319.HK
62765,2006-04-06,2736833000.0,2319.HK
62766,2006-04-07,2736833000.0,2319.HK
62767,2006-04-10,2736833000.0,2319.HK
62768,2006-04-11,2736833000.0,2319.HK
62769,2006-04-12,2736833000.0,2319.HK
62770,2006-04-13,2736833000.0,2319.HK
62771,2006-04-18,2736833000.0,2319.HK
62772,2006-04-19,2736833000.0,2319.HK
62773,2006-04-20,2736833000.0,2319.HK
62774,2006-04-21,2736833000.0,2319.HK
62775,2006-04-24,2736833000.0,2319.HK
62776,2006-04-25,2736833000.0,2319.HK
62777,2006-04-26,2736833000.0,2319.HK
62778,2006-04-27,2736833000.0,2319.HK
62779,2006-04-28,2736833000.0,2319.HK
62780,2006-05-02,2736833000.0,2319.HK
62781,2006-05-03,2736833000.0,2319.HK
62782,2006-05-04,2736833000.0,2319.HK
62783,2006-05-08,2736833000.0,2319.HK
62784,2006-05-09,2736833000.0,2319.HK
62785,2006-05-10,2736833000.0,2319.HK
62786,2006-05-11,2736833000.0,2319.HK
62787,2006-05-12,2736833000.0,2319.HK
62788,2006-05-15,2736833000.0,2319.HK
62789,2006-05-16,2736833000.0,2319.HK
62790,2006-05-17,2736833000.0,2319.HK
62791,2006-05-18,2736833000.0,2319.HK
62792,2006-05-19,2736833000.0,2319.HK
62793,2006-05-22,2736833000.0,2319.HK
62794,2006-05-23,2736833000.0,2319.HK
62795,2006-05-24,2736833000.0,2319.HK
62796,2006-05-25,2736833000.0,2319.HK
62797,2006-05-26,2736833000.0,2319.HK
62798,2006-05-29,2736833000.0,2319.HK
62799,2006-05-30,2736833000.0,2319.HK
62800,2006-06-01,2736833000.0,2319.HK
62801,2006-06-02,2736833000.0,2319.HK
62802,2006-06-05,2736833000.0,2319.HK
62803,2006-06-06,2736833000.0,2319.HK
62804,2006-06-07,2736833000.0,2319.HK
62805,2006-06-08,2736833000.0,2319.HK
62806,2006-06-09,2736833000.0,2319.HK
62807,2006-06-12,2736833000.0,2319.HK
62808,2006-06-13,2736833000.0,2319.HK
62809,2006-06-14,2736833000.0,2319.HK
62810,2006-06-15,2736833000.0,2319.HK
62811,2006-06-16,2736833000.0,2319.HK
62812,2006-06-19,2736833000.0,2319.HK
62813,2006-06-20,2736833000.0,2319.HK
62814,2006-06-21,2736833000.0,2319.HK
62815,2006-06-22,2736833000.0,2319.HK
62816,2006-06-23,2736833000.0,2319.HK
62817,2006-06-26,2736833000.0,2319.HK
62818,2006-06-27,2736833000.0,2319.HK
62819,2006-06-28,2736833000.0,2319.HK
62820,2006-06-29,2736833000.0,2319.HK
62821,2006-06-30,2736833000.0,2319.HK
62822,2006-07-03,2736833000.0,2319.HK
62823,2006-07-04,2736833000.0,2319.HK
62824,2006-07-05,2736833000.0,2319.HK
62825,2006-07-06,2736833000.0,2319.HK
62826,2006-07-07,2736833000.0,2319.HK
62827,2006-07-10,2736833000.0,2319.HK
62828,2006-07-11,2736833000.0,2319.HK
62829,2006-07-12,2736833000.0,2319.HK
62830,2006-07-13,2736833000.0,2319.HK
62831,2006-07-14,2736833000.0,2319.HK
62832,2006-07-17,2736833000.0,2319.HK
62833,2006-07-18,2736833000.0,2319.HK
62834,2006-07-19,2736833000.0,2319.HK
62835,2006-07-20,2736833000.0,2319.HK
62836,2006-07-21,2736833000.0,2319.HK
62837,2006-07-24,2736833000.0,2319.HK
62838,2006-07-25,2736833000.0,2319.HK
62839,2006-07-26,2736833000.0,2319.HK
62840,2006-07-27,2736833000.0,2319.HK
62841,2006-07-28,2736833000.0,2319.HK
62842,2006-07-31,2736833000.0,2319.HK
62843,2006-08-01,2736833000.0,2319.HK
62844,2006-08-02,2736833000.0,2319.HK
62845,2006-08-03,2736833000.0,2319.HK
62846,2006-08-04,2736833000.0,2319.HK
62847,2006-08-07,2736833000.0,2319.HK
62848,2006-08-08,2736833000.0,2319.HK
62849,2006-08-09,2736833000.0,2319.HK
62850,2006-08-10,2736833000.0,2319.HK
62851,2006-08-11,2736833000.0,2319.HK
62852,2006-08-14,2736833000.0,2319.HK
62853,2006-08-15,2736833000.0,2319.HK
62854,2006-08-16,2736833000.0,2319.HK
62855,2006-08-17,2736833000.0,2319.HK
62856,2006-08-18,2736833000.0,2319.HK
62857,2006-08-21,2736833000.0,2319.HK
62858,2006-08-22,2736833000.0,2319.HK
62859,2006-08-23,2736833000.0,2319.HK
62860,2006-08-24,2736833000.0,2319.HK
62861,2006-08-25,2736833000.0,2319.HK
62862,2006-08-28,2736833000.0,2319.HK
62863,2006-08-29,2736833000.0,2319.HK
62864,2006-08-30,2736833000.0,2319.HK
62865,2006-08-31,2736833000.0,2319.HK
62866,2006-09-01,2736833000.0,2319.HK
62867,2006-09-04,2736833000.0,2319.HK
62868,2006-09-05,2736833000.0,2319.HK
62869,2006-09-06,2736833000.0,2319.HK
62870,2006-09-07,2736833000.0,2319.HK
62871,2006-09-08,2736833000.0,2319.HK
62872,2006-09-11,2736833000.0,2319.HK
62873,2006-09-12,2736833000.0,2319.HK
62874,2006-09-13,2736833000.0,2319.HK
62875,2006-09-14,2736833000.0,2319.HK
62876,2006-09-15,2736833000.0,2319.HK
62877,2006-09-18,2736833000.0,2319.HK
62878,2006-09-19,2736833000.0,2319.HK
62879,2006-09-20,2736833000.0,2319.HK
62880,2006-09-21,2736833000.0,2319.HK
62881,2006-09-22,2736833000.0,2319.HK
62882,2006-09-25,2736833000.0,2319.HK
62883,2006-09-26,2736833000.0,2319.HK
62884,2006-09-27,2736833000.0,2319.HK
62885,2006-09-28,2736833000.0,2319.HK
62886,2006-09-29,2736833000.0,2319.HK
62887,2006-10-03,2736833000.0,2319.HK
62888,2006-10-04,2736833000.0,2319.HK
62889,2006-10-05,2736833000.0,2319.HK
62890,2006-10-06,2736833000.0,2319.HK
62891,2006-10-09,2736833000.0,2319.HK
62892,2006-10-10,2736833000.0,2319.HK
62893,2006-10-11,2736833000.0,2319.HK
62894,2006-10-12,2736833000.0,2319.HK
62895,2006-10-13,2736833000.0,2319.HK
62896,2006-10-16,2736833000.0,2319.HK
62897,2006-10-17,2736833000.0,2319.HK
62898,2006-10-18,2736833000.0,2319.HK
62899,2006-10-19,2736833000.0,2319.HK
62900,2006-10-20,2736833000.0,2319.HK
62901,2006-10-23,2736833000.0,2319.HK
62902,2006-10-24,2736833000.0,2319.HK
62903,2006-10-25,2736833000.0,2319.HK
62904,2006-10-26,2736833000.0,2319.HK
62905,2006-10-27,2736833000.0,2319.HK
62906,2006-10-31,2736833000.0,2319.HK
62907,2006-11-01,2736833000.0,2319.HK
62908,2006-11-02,2736833000.0,2319.HK
62909,2006-11-03,2736833000.0,2319.HK
62910,2006-11-06,2736833000.0,2319.HK
62911,2006-11-07,2736833000.0,2319.HK
62912,2006-11-08,2736833000.0,2319.HK
62913,2006-11-09,2736833000.0,2319.HK
62914,2006-11-10,2736833000.0,2319.HK
62915,2006-11-13,2736833000.0,2319.HK
62916,2006-11-14,2736833000.0,2319.HK
62917,2006-11-15,2736833000.0,2319.HK
62918,2006-11-16,2736833000.0,2319.HK
62919,2006-11-17,2736833000.0,2319.HK
62920,2006-11-20,2736833000.0,2319.HK
62921,2006-11-21,2736833000.0,2319.HK
62922,2006-11-22,2736833000.0,2319.HK
62923,2006-11-23,2736833000.0,2319.HK
62924,2006-11-24,2736833000.0,2319.HK
62925,2006-11-27,2736833000.0,2319.HK
62926,2006-11-28,2736833000.0,2319.HK
62927,2006-11-29,2736833000.0,2319.HK
62928,2006-11-30,2736833000.0,2319.HK
62929,2006-12-01,2736833000.0,2319.HK
62930,2006-12-04,2736833000.0,2319.HK
62931,2006-12-05,2736833000.0,2319.HK
62932,2006-12-06,2736833000.0,2319.HK
62933,2006-12-07,2736833000.0,2319.HK
62934,2006-12-08,2736833000.0,2319.HK
62935,2006-12-11,2736833000.0,2319.HK
62936,2006-12-12,2736833000.0,2319.HK
62937,2006-12-13,2736833000.0,2319.HK
62938,2006-12-14,2736833000.0,2319.HK
62939,2006-12-15,2736833000.0,2319.HK
62940,2006-12-18,2736833000.0,2319.HK
62941,2006-12-19,2736833000.0,2319.HK
62942,2006-12-20,2736833000.0,2319.HK
62943,2006-12-21,2736833000.0,2319.HK
62944,2006-12-22,2736833000.0,2319.HK
62945,2006-12-27,2736833000.0,2319.HK
62946,2006-12-28,2736833000.0,2319.HK
62947,2006-12-29,2736833000.0,2319.HK
62948,2007-01-02,2736833000.0,2319.HK
62949,2007-01-03,2736833000.0,2319.HK
62950,2007-01-04,2736833000.0,2319.HK
62951,2007-01-05,2736833000.0,2319.HK
62952,2007-01-08,2736833000.0,2319.HK
62953,2007-01-09,2736833000.0,2319.HK
62954,2007-01-10,2736833000.0,2319.HK
62955,2007-01-11,2736833000.0,2319.HK
62956,2007-01-12,2736833000.0,2319.HK
62957,2007-01-15,2736833000.0,2319.HK
62958,2007-01-16,2736833000.0,2319.HK
