Date,Open,High,Low,Close,Adj Close,Volume
2017-11-23,54.500000,54.500000,49.500000,50.000000,46.184654,43100050
2017-11-24,49.900002,50.450001,48.549999,49.500000,45.722809,10149953
2017-11-27,48.599998,49.500000,48.049999,48.750000,45.030037,8031087
2017-11-28,48.599998,48.950001,47.500000,47.650002,44.013977,6981253
2017-11-29,47.950001,48.049999,47.549999,47.650002,44.013977,8043770
2017-11-30,47.150002,47.750000,46.549999,47.200001,43.598312,13648344
2017-12-01,47.200001,48.700001,47.099998,48.700001,44.983852,4411085
2017-12-04,48.099998,49.099998,48.049999,49.099998,45.353329,2301983
2017-12-05,48.150002,49.500000,48.150002,49.500000,45.722809,3275238
2017-12-06,49.400002,49.750000,48.750000,49.150002,45.399517,3619285
2017-12-07,48.900002,49.650002,48.549999,49.650002,45.861362,5885614
2017-12-08,49.500000,49.599998,48.849998,49.500000,45.722809,3996687
2017-12-11,49.049999,50.099998,48.849998,50.099998,46.277023,4726313
2017-12-12,49.599998,51.299999,49.549999,51.299999,47.385452,5026992
2017-12-13,51.000000,52.349998,51.000000,52.000000,48.032043,4559626
2017-12-14,52.000000,52.000000,50.799999,51.450001,47.524010,2337142
2017-12-15,51.150002,51.349998,50.299999,50.599998,46.738869,4924545
2017-12-18,50.599998,51.450001,50.250000,51.299999,47.385452,1599248
2017-12-19,51.500000,51.900002,50.849998,51.500000,47.570194,3330739
2017-12-20,51.299999,52.700001,51.299999,52.700001,48.678627,4229224
2017-12-21,52.200001,52.200001,51.000000,51.700001,47.754932,3503192
2017-12-22,51.950001,52.200001,51.500000,51.799999,47.847298,1645254
2017-12-27,51.450001,51.900002,51.400002,51.549999,47.616375,1818054
2017-12-28,51.599998,51.799999,51.150002,51.599998,47.662560,3853619
2017-12-29,51.700001,52.349998,51.700001,52.000000,48.032043,1756767
2018-01-02,52.150002,52.400002,51.500000,52.400002,48.401524,1310786
2018-01-03,52.099998,52.349998,51.150002,51.750000,47.801121,1133597
2018-01-04,52.000000,52.299999,51.299999,52.299999,48.309147,2868973
2018-01-05,52.099998,53.950001,51.799999,53.900002,49.787060,3440505
2018-01-08,54.000000,54.049999,52.799999,53.799999,49.694687,1604387
2018-01-09,53.500000,53.599998,52.900002,53.000000,48.955734,2206020
2018-01-10,52.700001,52.849998,52.000000,52.799999,48.770992,2743475
2018-01-11,52.599998,54.200001,52.349998,54.200001,50.064167,2821947
2018-01-12,54.000000,54.150002,52.500000,52.500000,48.493889,2687270
2018-01-15,52.700001,53.450001,52.150002,53.349998,49.279022,1863854
2018-01-16,52.849998,54.200001,52.799999,54.200001,50.064167,2249083
2018-01-17,54.200001,54.250000,53.150002,54.000000,49.879425,2254856
2018-01-18,53.200001,53.650002,52.799999,52.950001,48.909550,3574529
2018-01-19,52.750000,53.000000,52.049999,52.900002,48.863369,4551216
2018-01-22,52.549999,53.000000,52.200001,52.500000,48.493889,2471515
2018-01-23,52.200001,52.400002,51.900002,52.400002,48.401524,3313582
2018-01-24,52.500000,52.500000,52.150002,52.349998,48.355331,1451311
2018-01-25,52.500000,53.799999,52.299999,53.799999,49.694687,4170330
2018-01-26,53.500000,53.900002,53.000000,53.599998,49.509949,1867501
2018-01-29,53.650002,53.950001,53.049999,53.950001,49.833244,2091513
2018-01-30,53.349998,53.900002,53.150002,53.299999,49.232841,2372626
2018-01-31,53.150002,54.049999,52.500000,54.049999,49.925610,5417253
2018-02-01,54.400002,54.500000,53.299999,54.500000,50.341274,3380638
2018-02-02,53.900002,55.500000,53.250000,55.049999,50.849304,3418167
2018-02-05,54.950001,54.950001,53.150002,53.500000,49.417580,2079621
2018-02-06,52.099998,52.400002,49.650002,51.299999,47.385452,3353504
2018-02-07,52.500000,52.500000,50.799999,50.900002,47.015980,3778430
2018-02-08,50.900002,51.799999,50.500000,51.450001,47.524010,1966871
2018-02-09,50.000000,50.450001,49.849998,50.150002,46.323212,4005023
2018-02-12,50.150002,50.450001,49.900002,50.049999,46.230835,1671763
2018-02-13,50.000000,50.250000,49.900002,50.150002,46.323212,1773938
2018-02-14,50.000000,50.750000,50.000000,50.750000,46.877426,1366540
2018-02-15,50.500000,51.000000,50.000000,50.150002,46.323212,1310363
2018-02-20,50.500000,50.750000,49.599998,50.549999,46.692684,1731624
2018-02-21,50.299999,51.250000,50.049999,51.250000,47.339272,879283
2018-02-22,51.000000,51.049999,50.400002,50.750000,46.877426,2121738
2018-02-23,51.049999,51.250000,50.500000,51.049999,47.154530,866038
2018-02-26,51.099998,52.849998,51.099998,52.650002,48.632446,1291920
2018-02-27,52.650002,53.500000,52.500000,53.200001,49.140472,3420357
2018-02-28,52.900002,53.200001,52.250000,53.200001,49.140472,4399316
2018-03-01,52.950001,53.799999,52.200001,53.750000,49.648502,4551964
2018-03-02,52.849998,53.299999,52.750000,53.000000,48.955734,2226318
2018-03-05,52.700001,53.750000,51.700001,52.049999,48.078224,3074855
2018-03-06,52.299999,53.500000,52.299999,53.150002,49.094292,2192387
2018-03-07,53.049999,53.250000,52.500000,53.099998,49.048100,2897513
2018-03-08,53.299999,53.599998,53.000000,53.450001,49.371395,1887502
2018-03-09,53.650002,55.099998,53.450001,54.900002,50.710751,2427196
2018-03-12,55.450001,55.500000,54.700001,54.799999,50.618382,2423029
2018-03-13,54.599998,55.349998,54.400002,55.349998,51.126411,1813616
2018-03-14,55.150002,55.450001,53.799999,54.799999,50.618382,1811249
2018-03-15,54.500000,54.500000,53.750000,54.250000,50.110352,1564383
2018-03-16,53.799999,54.049999,53.700001,54.000000,49.879425,2826829
2018-03-19,53.299999,54.650002,53.299999,53.750000,49.648502,1435347
2018-03-20,53.400002,54.400002,53.400002,54.049999,49.925610,903500
2018-03-21,54.349998,54.349998,52.299999,52.650002,48.632446,3229323
2018-03-22,52.599998,52.700001,51.549999,52.500000,48.493889,2282252
2018-03-23,50.799999,51.750000,50.549999,51.400002,47.477829,2862151
2018-03-26,51.700001,51.700001,50.700001,51.099998,47.200718,2287767
2018-03-27,51.400002,51.849998,50.950001,51.500000,47.570194,1534984
2018-03-28,51.000000,51.349998,49.900002,49.900002,46.092289,2730038
2018-03-29,50.200001,51.099998,49.900002,51.099998,47.200718,2782354
2018-04-03,50.500000,53.000000,50.500000,53.000000,48.955734,3344145
2018-04-04,53.599998,54.650002,53.450001,54.099998,49.971794,5421730
2018-04-06,52.400002,53.500000,52.400002,52.950001,49.783756,2362278
2018-04-09,53.000000,54.200001,52.650002,53.650002,50.441898,4286031
2018-04-10,54.000000,55.000000,53.349998,54.950001,51.664162,3752882
2018-04-11,54.750000,55.250000,54.500000,55.250000,51.946220,4356441
2018-04-12,55.299999,55.299999,53.549999,54.299999,51.053028,2562996
2018-04-13,54.250000,55.299999,54.099998,55.049999,51.758183,1693834
2018-04-16,54.799999,55.200001,54.450001,54.700001,51.429111,1654212
2018-04-17,54.500000,55.099998,53.400002,53.549999,50.347878,2042299
2018-04-18,53.599998,53.650002,52.299999,52.750000,49.595711,2472646
2018-04-19,52.400002,53.849998,52.400002,53.299999,50.112827,3783838
2018-04-20,53.099998,54.700001,53.099998,54.099998,50.864986,2061960
